SN,Continent,Country,Location_Name,Location_Code,Cluster_Name,Cluster_Code,Plot_ Name,Plot_ Code,Minumum_Plot_Dimention (m),Maximum_Plot_Dimention (m),Total_Plot_Edge (m),Census_Date,PI,Latitude (plot),Longitude (plot),x (plot),y (plot),Tag_No,Family,Original_Identification,Genus,Species,Species_Code,Edibility_Category,x (tree),y (tree),Elevation (m),Dimater (cm),Plot_Comments 
1162,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1573,Olacaceae,Strombosia scheffleri,Strombosia,Strombosia scheffleri,STSC,Inedible,456995,601083,446,17,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1163,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1574,Myrtaceae,Ouretea calophylla,Ouratea,Ouratea calophylla,OUCA,Inedible,456992,601081,446,26,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1164,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1575,Sapotaceae,Chrysophyllum albidum,Chrysophyllum,Chrysophyllum albidum,CHAL,Edible,456989,601079,445,13,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1165,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1576,Sapotaceae,Chrysophyllum albidum,Chrysophyllum,Chrysophyllum albidum,CHAL,Edible,456989,601078,444,14,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1166,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1577,Myristicaceae,Coelocaryon preussii,Coelocaryon,Coelocaryon preussii,COPR,Inedible,456987,601075,444,22,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1167,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1578,Malvaceae,Eribroma oblonga,Eribroma,Eribroma oblonga,EROB,Inedible,456985,601075,444,31,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1168,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1579,Sapotaceae,Chrysophyllum albidum,Chrysophyllum,Chrysophyllum albidum,CHAL,Edible,456986,601074,442,12,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1169,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1580,Myrtaceae,Ouretea calophylla,Ouratea,Ouratea calophylla,OUCA,Inedible,456989,601074,446,14,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1170,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1581,Sapotaceae,Chrysophyllum albidum,Chrysophyllum,Chrysophyllum albidum,CHAL,Edible,456991,601072,435,16,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1171,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1582,Ebenaceae,Diospyros mespiliformis,Diospyros,Diospyros mespiliformis,DIME,Inedible,456985,601071,444,10,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1172,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1583,Myrtaceae,Ouretea calophylla,Ouratea,Ouratea calophylla,OUCA,Inedible,456991,601070,436,14,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1173,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1584,Fabaceae,Cylicodiscus gabonensis,Cylicodiscus,Cylicodiscus gabonensis,CYGA,Inedible,457001,601078,444,19,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1174,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1585,Meliaceae,Lovoa trichilioides,Lovoa,Lovoa trichilioides,LOTR,Inedible,456993,601066,444,13,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1175,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1586,Olacaceae,Strombosia grandifolia,Strombosia,Strombosia grandifolia,STGR,Inedible,456990,601063,445,18,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1176,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1587,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,456994,601065,445,23,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1177,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1588,Fabaceae,Hylodendron gabonensis,Hylodendron,Hylodendron gabunense,HYGA,Inedible,456994,601064,446,10,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1178,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1589,Phyllanthaceae,Bredelia ferruginea,Bridelia,Bridelia ferruginea,BRFE,Inedible,456996,601065,447,16,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1179,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1590,Fabaceae,Piptadeniastrum africanum,Piptadeniastrum,Piptadeniastrum africanum,PIAF,Inedible,457000,601064,432,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1180,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1591,Rutaceae,Zanthoxylum zanthoxyloides,Zanthoxylum,Zanthoxylum zanthoxyloides,ZAZA,Edible,456995,601060,443,21,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1181,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1592,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,456995,601062,442,23,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1182,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1593,Fabaceae,Piptadeniastrum africanum,Piptadeniastrum,Piptadeniastrum africanum,PIAF,Inedible,456986,601063,439,14,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1183,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1594,Burseraceae,Dacryoides edulis,Dacryoides,Dacryoides edulis,DAED,Edible,456988,601064,440,15,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1184,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1595,Sapotaceae,Chrysophyllum albidum,Chrysophyllum,Chrysophyllum albidum,CHAL,Edible,456987,601064,440,18,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1017,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1596,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,456985,601052,441,17,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1018,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1597,Fabaceae,Millittia zechiana,Millettia,Millettia zechiana,MIZE,Inedible,456982,601055,441,28,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1019,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1598,Irvingiaceae,Irvingia gabonensis,Irvingia,Irvingia gabonensis,IRGA,Edible,456980,601061,424,89,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1020,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1599,Ebenaceae,Diospyros zenkeri,Diospyros,Diospyros zenkeri,DIZE,Inedible,456983,601053,431,20,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1021,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1600,Olacaceae,Strombosia zenkeri,Strombosia,Strombosia zenkeri,STZE,Inedible,456984,601056,419,25,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1022,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1601,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,456986,601052,430,17,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1023,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1602,Fabaceae,Piptadeniastrum africanum,Piptadeniastrum,Piptadeniastrum africanum,PIAF,Inedible,456986,601048,432,26,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1024,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1603,Apocynaceae,Funtumia elastica,Funtumia,Funtumia elastica,FUEL,Inedible,456985,601042,433,17,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1025,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1604,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,456977,601041,433,17,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1026,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1605,Anacardiaceae,Anthocaryon micraster,Antrocaryon,Antrocaryon micraster,ANMI,Inedible,456983,601047,432,10,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1027,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1606,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,456963,601040,455,15,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1028,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1607,Myristicaceae,Pycnanthus angolensis,Pycnanthus,Pycnanthus angolensis,PYAN,Edible,456968,601046,455,10,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1029,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1608,Olacaceae,Strombosia scheffleri,Strombosia,Strombosia scheffleri,STSC,Inedible,456970,601049,451,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1030,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1609,Sapotaceae,Chrysophyllum albidum,Chrysophyllum,Chrysophyllum albidum,CHAL,Edible,456970,601054,443,16,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1031,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1610,Sapotaceae,Chrysophyllum albidum,Chrysophyllum,Chrysophyllum albidum,CHAL,Edible,456971,601053,442,37,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1032,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1611,Olacaceae,Strombosia scheffleri,Strombosia,Strombosia scheffleri,STSC,Inedible,456971,601054,438,13,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1033,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1612,Fabaceae,Pentaclethra macrophylla,Pentaclethra,Pentaclethra macrophylla,PNMA,Edible,456971,601053,437,12,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1035,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 2,L5P2,40,40,160,09/08/2019,Sijeh Asuk,5.44,8.61,457017.94,600983.73,1613,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,456967,601055,435,16,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
